Indicator Category,Indicator,Year,Gender,Race/ Ethnicity,Value,Place
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,Black,7.5,"Detroit, MI"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,White,13.4,"Detroit, MI"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,White,18.9,"Detroit, MI"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,White,20.3,"Detroit, MI"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,All,5.2,"Detroit, MI"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Black,4.2,"Detroit, MI"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Hispanic,6.2,"Detroit, MI"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,White,10,"Detroit, MI"
Demographics,Unemployment Rate Ages 16+,2013,Both,All,25.3,"Detroit, MI"
Demographics,Unemployment Rate Ages 16+,2012,Both,All,27.7,"Detroit, MI"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Male,All,3.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Male,All,4.1,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,All,2.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2014,Male,All,5,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2014,Both,All,3,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,All,2.1,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2014,Both,Black,8.8,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,216.8,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,145.8,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,174.3,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,217.7,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,141.2,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,172.4,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,218.6,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,141.3,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,172.2,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,210.7,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,202.2,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,207.2,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,138.3,"Fort Worth (Tarrant County), TX"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.8,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,138.1,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,106.9,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,102,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,124.6,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,103.5,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,178.5,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,176.2,"Fort Worth (Tarrant County), TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,180.7,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,970.5,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,707.4,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,820.1,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,912.8,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,673.7,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,779.2,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,1023.7,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,954.6,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,663.9,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,585.6,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,616.6,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,540.7,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,831,"Fort Worth (Tarrant County), TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,793.4,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,26.1,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,25.9,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,19.9,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,22.9,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,25.4,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,14.6,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,19,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,16.3,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,20.5,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,46.6,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,35.7,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,41.4,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,34.1,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,26.8,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,28.3,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,19.1,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,16.7,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,17.7,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,22.2,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,21.5,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,19.4,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,Black,41.6,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,Black,35.4,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,Black,22.7,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,White,20.1,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,White,21,"Fort Worth (Tarrant County), TX"
Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,White,20.7,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,18.5,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,2.4,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,10,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,16.9,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,4,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,10.2,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,19.1,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,3.4,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,10.8,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,12.7,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,12,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,14.8,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,4.5,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,4.9,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,6.7,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,10.7,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,11.3,"Fort Worth (Tarrant County), TX"
Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,10.8,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,230.7,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,142.8,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,178.9,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,214.7,"Fort Worth (Tarrant County), TX"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,Black,8.5,"Kansas City, MO"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,144.4,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,175,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,218,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,154.2,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,182.7,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,240.3,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,226.3,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,219.4,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,130.7,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,118.7,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,134.8,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,125.8,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,114.1,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,117.5,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,179.3,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,178.3,"Fort Worth (Tarrant County), TX"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,186.1,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2014,Female,All,2.5,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2014,Male,All,15.9,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2014,Both,All,9.1,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Male,All,15.9,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Female,All,3.8,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,All,9.7,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,16.7,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,4.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,10.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2014,Both,Black,33.1,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Black,36.6,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,All,15,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,39.6,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2014,Both,Hispanic,7.2,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,5,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,7.2,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2014,Both,White,4.2,"Fort Worth (Tarrant County), TX"
